osm_id,street_type,max_speed,start_time,end_time,number_of_records,number_of_drivers,average_speed,season,daylight,is_weekend,day_type,geometry
4448152,motorway,none,2017-09-23 02:30:00,2017-09-23 03:00:00,0,0,,autumn,Dark,true,Sat,0102000020110F00001B00000020C1BD947E382B410D86301CE7CF5A41D7C1058107392B4170FB8DB9DBCF5A41F1B55128D6392B41A496A68CC9CF5A41BA831A49913A2B4183382794B8CF5A4145F2AAF50B3B2B4133FD6EC6ACCF5A41BDB9F5F3E93B2B410B1C530197CF5A417E001F5BB53C2B41DCCEF14C81CF5A41B8FB4EA89D3D2B415F8EB33A67CF5A417C6BF819733E2B41CA08D7E54DCF5A4174E45860833E2B41955994F64BCF5A41E62D7F4B453F2B414F9F257233CF5A415B410571FE3F2B4172C468A01ACF5A41A91BAC3FC0402B41F2B8B2E6FECE5A419A18D8EF71412B4108023A47E4CE5A418ADDC0074A422B4149C0A791C1CE5A41F126582732432B4104EF4BAF99CE5A41335FA19E9C432B415758AEAB86CE5A414614E49E2B442B4144CCAE3E6BCE5A4160BF98121D452B412238B7463BCE5A41A8A760BD0A462B41286B9CE109CE5A413DFF4222E9462B414C726774D9CD5A41197E089E91482B41610A00537DCD5A41B444ABF7454A2B4184FC990C21CD5A41EBC394E9324C2B41AFA27779BECC5A41E6980B61314E2B4185A8570C5DCC5A41725211F9A94F2B41A57A21AE18CC5A418A2402145E512B41AEEDD51ACDCB5A41
270598822,motorway,signals,2017-11-06 06:00:00,2017-11-06 06:30:00,16,12,98.37500000000001,autumn,twilight,false,Mon,0102000020110F00000D00000036E66B7218C62E412FF5A91A97175A415095668BABC62E41D9964F37A1175A41878BAE814EC82E415E2CE472BD175A416966F0D90BCA2E41B97C36B2D8175A41DE3CFE65B9CA2E4120C2F0C5E0175A414DB5EC4281CB2E415E228B66E8175A4112D6C85E1ACC2E416C169F00ED175A41E1CB1069B2CC2E419F4DBB8BF0175A41DD4C38DF55CD2E41B39A8013F3175A41DA47508810CE2E41D58C4D8CF4175A4179F031E1D5CE2E41563C5385F4175A41A2D014C57CCF2E413D8B6F28F3175A416210665845D02E417039184EF0175A41
322880894,motorway,120,2017-11-14 06:30:00,2017-11-14 07:00:00,26,11,89.73076923076921,autumn,twilight,false,Tue,0102000020110F00000B0000003C4CF12C4FF72D418B7B9D305FB85A41D0AD2D7633022E414404339E4BB85A41EE4E3B5C4D062E41C337D18A44B85A4190DA7EB9660A2E41A64E907E3DB85A4104C7498BFC0E2E41C881439C34B85A41BEA0EF249C102E4143FE12422EB85A414D5FDD135A112E418B3A1AF829B85A417AAA3A4735132E4132310EBA1CB85A41C0E46176C0142E41E7AA81080EB85A4123AF200C4C162E411384B928FCB75A41F4F67AF094162E4169ABD76AF8B75A41
24786227,motorway,none,2017-08-12 13:00:00,2017-08-12 13:30:00,13,8,70.53846153846155,summer,Daylight,true,Sat,0102000020110F000004000000CAD9993DECF92A418EC776BF5C245A41F80FC3DB48FA2A41B2A4EE8FB6245A41D7C720F781FA2A41D42414E6F2245A419B2E021897FA2A41A24D490A15255A41
233539978,motorway,none,2017-10-04 07:00:00,2017-10-04 07:30:00,17,4,61.58823529411763,autumn,Daylight,false,Wed,0102000020110F0000250000002CD603FCF8F02B41B3E613B7A9895A41C93959E132F02B418D84EC16088A5A41705304ADC5EF2B4156B4AB7A388A5A41ED12DC619AEE2B412577A1A8A98A5A411EAA7BF8EDED2B410CC23965E08A5A41880F388291ED2B413BB5A3D6FC8A5A416790067C31ED2B41F1BC7D58178B5A41E1761AD8C8EC2B41805D7749338B5A41D839B4035AEC2B41F2F6BFEC4F8B5A41EE74B926E5EB2B4113FC73716C8B5A4127046E036CEB2B4148C0B3FF888B5A4159EB7CA19FEA2B41B5EB540FB68B5A41C6D3A4042EEA2B41D6AA3289CD8B5A41994C0B3EC4E92B415953B3C6E28B5A41F6F63CE0DCE82B418CD49BA10E8C5A41ADEF70F2E5E72B41037E1B443A8C5A41DF5E3230D3E62B41DE73D04D688C5A412EBF4E77A4E52B4152788897968C5A41AEB657FFB5E42B415C19CE48B98C5A415F9087CEB5E32B41868A0A4EDC8C5A41CBC58C0AC3E22B415D6D4A8AFB8C5A41BF5EB7CFB9E12B4132E246181C8D5A4167F06251A6E02B41E9F8A02B3C8D5A412262867599DF2B419B823A9E598D5A410A2E1E41C1DE2B41633685E06F8D5A419C48007D57DD2B418FD7276D938D5A4119ED07CF27DC2B4155A65259AF8D5A41FD2BCABE00DB2B41AC0DB627C98D5A41887818E09AD92B416741C979E68D5A410D0FFF553FD82B41B1AFCCB2018E5A4124D5FB9CF8D62B4184DD9F2E1A8E5A416EC8476CB1D52B41E0714833328E5A4193A45C1B7AD42B41FCBCFA39488E5A41779C2AAA46D32B41569456655E8E5A4178133C0410D22B41FE069E68748E5A41F4A6EFBADCD02B41B658C9BF8A8E5A41135603D5A9CE2B41F534265DB48E5A41
346636957,motorway,none,2017-11-26 08:00:00,2017-11-26 08:30:00,11,4,126.2727272727273,autumn,Daylight,true,Sun,0102000020110F0000070000001862C3FFF1CD2B415D2843A9B6775A41C225048795CE2B4142EE8BC8F0775A4193972C4102D02B41743A2F596F785A4165303233A8D12B41535339AC00795A41A035B381BAD52B41F493DAE2697A5A41051A41591DD72B413C0D66FAE37A5A417620063361D82B41232D73885E7B5A41
297022588,motorway,none,2017-09-21 22:30:00,2017-09-21 23:00:00,5,4,87.6,autumn,Dark,false,Thu,0102000020110F0000050000008BB8BCFD6F2031416C9F63C36ECF5A416EB6D1A0A621314191EBF0385BD05A414EC1B954EF2131413A49C82A93D05A41FDAEA5FA0E2231415D332A13ADD05A413473CF882C22314180391111C7D05A41
151945857,motorway,none,2017-08-30 01:00:00,2017-08-30 01:30:00,9,9,85.1111111111111,summer,Dark,false,Wed,0102000020110F00000300000005C3D416D58330419190D9F5FCE45A415CE5FF32AA8430413A6CA2C115E55A41A9DE1AA609883041BDE4B3387AE55A41
176017473,tertiary,,2017-09-04 20:30:00,2017-09-04 21:00:00,0,0,,autumn,Dark,false,Mon,0102000020110F00000C0000007F26807743BB2F41A7640756FBFD5A41EE207C4363B62F4148B8506FA1FD5A41F4361EE1D2B32F418BA8202972FD5A41A874A38117B32F417E6C26EF63FD5A41D90FD667F9B22F41E5F482DD60FD5A41200F8E7B70B22F41A1D989A654FD5A41FB9C7C300FB22F41A0AE448A45FD5A417DC19812B9B12F418E32A43C35FD5A4137A5201F80B12F419724A1F824FD5A418790CEDE58B12F412A93C5EE12FD5A41C63851DC89B02F41D2F28B01A4FC5A411F09D0C9D4AF2F4185BE6D8747FC5A41
191250816,motorway,none,2017-08-06 06:30:00,2017-08-06 07:00:00,17,8,82.76470588235294,summer,Daylight,true,Sun,0102000020110F00000400000093447D40726E30414C95E3ECCE7D5A412F37AA43556E304116B61D97AB7D5A41CC40145AAE6D30414ABF4571E67C5A41BA9321EC806D30415BFA1ABAB17C5A41
