ID	Name	Venue	Category	Start Time	No Participants	Reoccurring	Most Popular Entity	Entity Popularity	Additional Information
57	Kontra K	Capitol	concert	2017-11-22 19:00:00.000000		false	Kontra K	39500000	http://www.haz.de/Nachrichten/Kultur/Uebersicht/Konservativer-Rap-mit-Kontra-K-im-Capitol-Hannover
60	Lena	Capitol	concert	2017-12-13 19:00:00.000000	1400	false	Lena Meye-Landrut	425000	http://www.haz.de/Nachrichten/Kultur/Uebersicht/Hannover-Konzert-von-Lena-Meyer-Landrut-im-Capitol
62	Lina	Capitol	concert	2017-12-28 18:00:00.000000	1600	false	Lina	143000000	http://www.haz.de/Nachrichten/Kultur/Uebersicht/Lina-Larissa-Strahl-im-Konzert-im-Capitol-Hannover
64	Mia Julia	Capitol	concert	2017-12-11 20:00:00.000000		false	Mia Julia	24800000	
65	Mighty Oaks	Capitol	concert	2017-11-13 20:00:00.000000		false	Mighty Oaks	2800000	http://www.haz.de/Nachrichten/Kultur/Uebersicht/Das-waren-Mighty-Oaks-im-Capitol-Hannover
66	Mike Singer	Capitol	concert	2017-10-26 18:15:00.000000	1000	false	Mike Singer	44000000	http://www.neuepresse.de/Hannover/Meine-Stadt/So-liess-Mike-Singer-das-Capitol-in-Hannover-ausflippen
67	Radio Nukular: Fünf Fäuste und ein Powerglove	Capitol	comedy	2017-11-05 20:00:00.000000		false	Radio Nukular	143000	http://www.neuepresse.de/Nachrichten/Kultur/Radio-Nukular-laesst-1984-aufleben
68	Royal Republic	Capitol	concert	2017-12-12 20:00:00.000000	1000	false	Royal Republic	16500000	http://www.haz.de/Nachrichten/Kultur/Uebersicht/Royal-Republic-rocken-das-Capitol
69	Saga In Concert	Capitol	concert	2017-11-10 20:00:00.000000	1600	false	Saga band	20200000	https://www.rockszene.de/news/3216-respekt-saga-verabschieden-sich-im-ausverkauften-capitol.html
71	Selig	Capitol	concert	2017-11-28 20:00:00.000000	700	false	Selig	7860000	http://www.haz.de/Nachrichten/Kultur/Uebersicht/Selig-rockt-im-Capitol-in-Hannover
72	Seven	Capitol	concert	2017-11-09 20:00:00.000000	1000	false	Seven Rapper	20500000	http://www.neuepresse.de/Nachrichten/Kultur/Die-Farbenpracht-des-Seven
74	Silvester Party	Capitol	party	2017-12-31 21:00:00.000000		true			
77	Terry Hoax	Capitol	concert	2017-12-22 20:00:00.000000	1000	false	Terry Hoax	474000	http://www.haz.de/Nachrichten/Kultur/Terry-Hoax-im-Capitol
78	Torfrock	Capitol	concert	2017-12-25 20:00:00.000000	1600	false	Torfrock	150000	http://www.haz.de/Nachrichten/Kultur/Uebersicht/Konzert-im-Capitol-in-Hannover-Weihnachten-ist-mit-Torfrock-lustig-und-laut
80	Völkerball	Capitol	concert	2017-12-07 20:00:00.000000	1600	false	Völkerball Band	96200	http://www.haz.de/Nachrichten/Kultur/Uebersicht/Rammstein-Coverband-Voelkerball-bietet-Pyro-Show-im-Capitol-Hannover
81	Völkerball	Capitol	concert	2017-12-08 20:00:00.000000	1600	false	Völkerball Band	96200	http://www.haz.de/Nachrichten/Kultur/Uebersicht/Rammstein-Coverband-Voelkerball-bietet-Pyro-Show-im-Capitol-Hannover
82	Von Wegen Lisbeth	Capitol	concert	2017-10-19 20:00:00.000000	1600	false	Von Wegen Lisbeth	258000	http://www.haz.de/Hannover/Aus-der-Stadt/Uebersicht/Von-wegen-Lisbeth-begeistern-Fans-im-Capitol
83	W.A.S.P.	Capitol	concert	2017-11-15 19:30:00.000000		false	W.A.S.P.	40700000	
84	Wincent Weiss	Capitol	concert	2017-11-16 19:30:00.000000	1600	false	Wincent Weiss	419000	http://www.haz.de/Nachrichten/Kultur/Uebersicht/Popsaenger-in-Hannover-Das-war-Wincent-Weiss-im-Capitol
126	AGRI TECHNICA	Messegelände	fair	2017-11-15 09:00:00.000000	65000	true	AGRITECHNICA 2017	531000	https://www.agrarheute.com/technik/wichtigsten-fakten-agritechnica-2017-539319
90	Bundesliga 2017/2018	HDI-Arena	football	2017-10-14 15:30:00.000000	43500	true	Eintracht Frankfurt	14300000	https://www.transfermarkt.de/hannover-96/spielplandatum/verein/42/plus/0?saison_id=2017&wettbewerb_id=L1&day=&heim_gast=&punkte=&datum_von=-&datum_bis=-
91	Bundesliga 2017/2018	HDI-Arena	football	2017-10-28 15:30:00.000000	49000	true	Borussia Dortmund	35200000	https://www.transfermarkt.de/hannover-96/spielplandatum/verein/42/plus/0?saison_id=2017&wettbewerb_id=L1&day=&heim_gast=&punkte=&datum_von=-&datum_bis=-
